id,language,reference,generated,bleu_score,bleu_1,bleu_2,bleu_3,bleu_4,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
89,c,Initializes a high-voltage shield by configuring its registers and enabling its output,"Initializes a high-voltage shield device by configuring a GPIO pin, setting initial register values, and enabling the output.",15.821285888349262,42.857142857142854,25.0,10.526315789473685,5.555555555555555,0.625,0.4,0.625,0.625,0.8087737560272217,0.890520453453064,0.8476808071136475
90,c,Sets the gain for a specified DAC on a high-voltage shield,Sets the gain value for a specific DAC channel on an HV shield device.,13.834368456410946,53.333333333333336,21.428571428571427,7.6923076923076925,4.166666666666667,0.6153846153846153,0.24999999999999994,0.6153846153846153,0.6153846153846153,0.8339030742645264,0.8716636896133423,0.8523654341697693
91,c,"Sets a GPIO output enable state, remapping the pin index by swapping the 4-bit nibbles within its byte",Configures the output enable state of a GPIO pin by manipulating a register.,9.067482806625213,57.142857142857146,23.076923076923077,8.333333333333334,4.545454545454546,0.5,0.2,0.3125,0.3125,0.8111491203308105,0.6808104515075684,0.7402865886688232
92,c,A callback function that forwards a received CAN frame to another device,Routes CAN frames received on one device to another device using the CAN bus.,11.114924776032007,33.333333333333336,14.285714285714286,7.6923076923076925,4.166666666666667,0.3846153846153846,0.16666666666666669,0.30769230769230765,0.30769230769230765,0.7172282338142395,0.7482513189315796,0.7324113845825195
93,c,Registers a set of rules to route CAN frames between specified interfaces,Registers CAN router entries by adding RX filters for each entry.,4.02724819242185,16.666666666666668,4.545454545454546,2.5,1.3888888888888888,0.17391304347826086,0.0,0.17391304347826086,0.17391304347826086,0.6946159601211548,0.698085606098175,0.6963464021682739
94,c,Initializes the CAN router by registering all statically-defined routing tables,Registers CAN router entries defined in a table structure.,8.392229812593097,20.0,11.11111111111111,6.25,3.5714285714285716,0.3,0.11111111111111112,0.3,0.3,0.728371262550354,0.6483395099639893,0.6860291361808777
95,c,Sets a masked group of GPIO pins to the states defined in a value bitmask,Sets the value of specified GPIO pins within a hardware voltage shield configuration.,7.233019718056123,50.0,7.6923076923076925,4.166666666666667,2.272727272727273,0.5,0.07692307692307691,0.3571428571428571,0.3571428571428571,0.7819323539733887,0.7216814756393433,0.75059974193573
96,c,Gets the number of available LIN callback slots,Returns the number of available callback slots for a LIN device.,26.20251007173262,58.333333333333336,36.36363636363637,20.0,11.11111111111111,0.7368421052631579,0.47058823529411764,0.631578947368421,0.631578947368421,0.7769086956977844,0.8700692653656006,0.8208541870117188
97,c,Registers a callback function for a specific incoming LIN frame,Registers an incoming callback function for a specific LIN frame ID and size.,32.55964126200301,64.28571428571429,38.46153846153846,25.0,18.181818181818183,0.7826086956521738,0.4761904761904762,0.6956521739130435,0.6956521739130435,0.7999733686447144,0.9083237648010254,0.8507124185562134
98,c,Registers a callback function to provide data for a specific outgoing LIN frame,Registers an outgoing callback function for a specific LIN frame ID and size.,16.54461999338998,64.28571428571429,30.76923076923077,8.333333333333334,4.545454545454546,0.6923076923076923,0.3333333333333333,0.6153846153846154,0.6153846153846154,0.8424792885780334,0.8659768104553223,0.8540664911270142
99,c,Sets the active schedule table for a LIN scheduler and resets its position to the beginning,"Sets the active table index for a LIN scheduler, ensuring exclusive access via a semaphore.",21.409092659758045,47.05882352941177,31.25,20.0,7.142857142857143,0.5161290322580646,0.3448275862068965,0.5161290322580646,0.5161290322580646,0.7588292360305786,0.7355802655220032,0.74702388048172
100,c,Stops the LIN scheduler from processing its current schedule table,Disables a linear scheduler by stopping its current table and releasing a semaphore.,6.754312828675709,28.571428571428573,7.6923076923076925,4.166666666666667,2.272727272727273,0.34782608695652173,0.09523809523809525,0.34782608695652173,0.34782608695652173,0.7242704629898071,0.7834136486053467,0.7526820302009583
